Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Botswana","BWA","","7.56696552700701","8.34627994495203","6.44013875090466","7.11222268873661","5.51548544513546","5.57080496596812","7.4205880075533","6.14810890640457","7.86179250831341","7.8366555775719",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Brazil","BRA","","3.09024053031408","2.38021716812445","2.1778674167701","2.35610510184639","2.42642907415222","2.80425399900238","2.79340126852439","3.03885569139025","2.44508845796512","2.29983252453008",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","British Virgin Islands","VGB","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Brunei Darussalam","BRN","","","","","0.688381672629226","0.778711025555068","0.677052870150109","2.17032048002913","2.69559872936182","2.93739646911656","2.69850388505865",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Bulgaria","BGR","","19.4862686016316","15.0451175688797","12.6266818801973","12.1693048801209","12.2567548337751","12.2387117658771","11.0483302004549","12.0742794360581","11.7278144247605","11.6729699630456",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Burkina Faso","BFA","","","5.55280133957615","4.1160184160377","3.8919152288174","6.32941906098936","5.69696647786706","5.51739119796339","5.25608554021082","4.60981968500959","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Burundi","BDI","","2.64013299978717","1.16196812037917","1.57002919455706","0.669172872309169","1.04043388101397","2.00928220366865","1.23499925785846","0.961837847775925","1.10829432737248","1.36791479575936",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cabo Verde","CPV","","45.4886790814636","61.4665615121818","55.9852200719273","58.6095229440917","57.4129478012745","50.6765198253176","57.5770252964962","55.4918558520979","56.5690075114848","54.0964719677974",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cambodia","KHM","","18.8983080879261","28.1721732639709","29.0575939079229","30.0026380683784","27.4730688419614","26.8772546564591","25.7241085962397","24.6263201017849","25.4170914977936","26.2409950521192",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cameroon","CMR","","4.93758943695521","3.04636997794784","5.62437097486166","5.1050190297282","7.56111655753142","7.31215061806796","7.0668667630888","8.13081262109682","8.29184863086039","8.66995237929682",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Canada","CAN","","3.97132611746406","3.92914365645316","3.65651839150065","3.13607359875244","3.15132132492786","3.10445300131012","3.33194084510605","3.76731772636704","3.93630576772487","3.99272696039482",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cayman Islands","CYM","","","","","","","","","18.7550238417472","19.8643157296223","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Central African Republic","CAF","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Chad","TCD","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Channel Islands","CHI","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Chile","CHL","","5.06157312069949","2.88205165758564","2.88607276114965","3.49597864053757","3.56746344185756","3.73429704705418","4.76836416516664","5.32998021793378","5.53038188978293","4.63342178600577",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","China","CHN","","9.11284789262419","2.85633383104445","2.4125216382363","2.30004062887172","2.19324653646887","1.78829687302574","1.9053430195157","2.02154537405482","1.58726215026474","1.52341960462756",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Colombia","COL","","8.30743981761022","7.49952663157049","5.94783360548497","6.41129286284451","7.07083141307097","7.62939872408356","11.3808294688688","13.3479440506731","12.1936355794379","12.2324574500624",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Comoros","COM","","","40.2201930877146","42.2958170930201","43.8902452326543","","50.1794664725579","53.1963642529419","46.7158698247675","47.2712189398356","50.4351159740491",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Congo, Dem. Rep.","COD","","","0.12067896013083","0.111641025138817","0.0764029715734843","0.0705345316487248","0.359290987933954","0.000956194584706174","0.035793511368544","0.0514743172654784","0.376205306165348",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Congo, Rep.","COG","","0.471788412932414","0.433258121178553","0.408371850554148","0.661672245899624","0.55136835133066","0.598410493461925","0.923510664602916","0.933339393346362","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Costa Rica","CRI","","25.1265284470009","19.3862751896658","18.7877942757276","18.3263881553045","20.04995370882","18.9413096506465","19.8763598756152","20.2603493491788","19.681605383383","19.4270741209992",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cote d'Ivoire","CIV","","","1.68973204905227","1.36067599152238","1.31604360712483","1.47058428225888","1.40399855602527","1.71180659620278","4.04344459076363","3.95151398058148","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Croatia","HRV","","37.7035628380215","38.6001022555007","39.3789315379639","38.0950325877359","39.065724060276","40.3323709374374","39.2128126555109","39.7793144041798","39.7302228596901","39.3186672147487",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cuba","CUB","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Curacao","CUW","","","","25.6847677051114","28.8466994030123","35.9615960666439","36.0405929338045","36.2445042288289","36.0954897859495","32.3836392849461","31.4946546770122",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Cyprus","CYP","","42.5783030988759","16.5158654780542","17.633401669795","18.8841686591138","19.9739355894182","19.1515765017534","18.1642415291005","19.4157944602731","19.7078288781428","18.9232403187276",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Czech Republic","CZE","","10.1081592235581","5.88777287949394","5.4845372382769","5.1616295403327","4.84040165727123","4.43445747875682","4.48051150477374","4.54710213986195","4.44313933550256","4.32896127172843",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Denmark","DNK","","4.97390350523884","3.50569510265295","3.43607846191306","3.43302234557901","3.44411124155201","3.94928374232169","3.98486411303647","4.47972048953191","4.67240293322711","4.59775437271808",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Djibouti","DJI","","4.19165506799058","4.27682290970346","4.57503378740749","4.48144519477963","0.675465824410758","0.692442496325915","0.876446047528608","1.23935376295066","0.873001726065764","1.24937901298214",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Dominica","DMA","","33.2154390281409","54.0029356915041","55.5102815311379","47.4211515779257","48.3353031242869","79.1842267589772","78.9369715575191","76.9895672801994","75.5200639232471","68.538006850991",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Dominican Republic","DOM","","48.4597919278864","33.9187482172691","30.9567620538201","31.0901794302013","31.920334926719","33.2102450361596","36.0112108151393","37.0272414705104","37.8276483039692","37.4460793296255",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Ecuador","ECU","","7.63630520762304","4.00829938738596","3.44145569412256","3.93964853451565","4.527991609933","5.13772535912232","7.26210635800955","7.21825078441687","6.89050389997667","7.40118490055641",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Egypt, Arab Rep.","EGY","","27.6150379506641","27.9186257966218","19.8350795910994","22.2689516535566","15.0618816301747","16.9167392820722","18.3580254142999","9.83217494490592","20.1424149906588","24.6108510877487",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","El Salvador","SLV","","17.4179919486628","12.9950648139083","12.4010050099472","14.7293442763831","16.124125046108","19.4102721704762","17.3993321806867","16.896619671591","16.9833748808091","18.2249254877089",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Equatorial Guinea","GNQ","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Eritrea","ERI","","36.840446421389","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Estonia","EST","","18.7527506939328","7.27133345600387","6.24460788140308","6.48451078501988","9.52121892077997","10.4529789983665","10.6817157847397","10.3017188167295","10.3805094306547","10.2228003517302",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Eswatini","SWZ","","1.93747915582168","2.49172852528909","0.60238109026659","1.62858267567866","0.227037357783366","0.804915439112572","0.814370104157276","0.778738169311675","0.689302012840755","0.863457216323926",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Ethiopia","ETH","","20.659754229991","30.8771012561089","34.2619706524699","33.0279157153971","36.5569977140283","32.9956424946843","37.9378317507666","36.2030988614582","37.7380373200318","46.5352282793683",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Faroe Islands","FRO","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Fiji","FJI","","30.0527820492023","45.6524952889392","42.5499002447006","40.7381116957827","40.6289418733756","42.8985432055017","47.8992871169603","49.861731375987","50.4174585241","51.3240042282022",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Finland","FIN","","3.85561703756486","4.69283667822109","5.23300654553921","5.34811432108265","5.50766321259341","5.32346548406328","4.73418493882424","4.6833632489119","5.34146207929001","5.32031132660423",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","France","FRA","","9.91854549584524","7.91960906721048","8.02866539080309","8.04452263905073","7.8957202640042","7.8971017904675","8.54497470784465","8.14435872856878","8.16587433248578","8.07752900565779",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","French Polynesia","PYF","","","56.0700189379855","56.7926187955521","63.4629837760962","63.8876555305357","66.3024960566788","67.6452661867922","65.0774931502111","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Gabon","GAB","","2.83428791887752","0.952867218343879","0.242449026546745","0.393144760238801","","0.725476139865904","0.797779622269067","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Gambia, The","GMB","","","29.5673328673868","34.4127384604247","37.853207822181","29.8271135940996","40.9136664659458","46.0983359060771","50.6034197095224","43.8359624155713","48.2694865019217",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Georgia","GEO","","12.6436495923834","18.2692702759628","20.3934820547285","25.9920290888697","26.7161267432639","28.0166719103001","33.5452879758368","37.4732904313446","39.2987685689823","39.5431186389124",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Germany","DEU","","4.16277140826174","3.40294529525817","3.17099699365074","3.1683423413721","3.26424669696107","3.3108026297203","3.21657535818132","3.26787665070155","3.23904201981106","3.21061326385825",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Ghana","GHA","","14.6275862110653","7.48088982323484","5.46058004173524","6.86413523707586","6.23227410921551","6.72936919048185","5.53349324541669","5.44938529679348","4.49678130278458","4.42376536974536",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Gibraltar","GIB","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Greece","GRC","","31.5032399885598","23.1316827451408","24.0421140140556","23.1989154306529","23.9135327724551","25.3592795545849","28.0191692646697","27.8764385161223","27.3006409111598","26.3766965912666",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Greenland","GRL","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Grenada","GRD","","39.4523473079031","60.9483211707336","59.6385162838806","59.0824858009936","57.2146238572536","81.0748905573701","82.6190122240596","83.4689145474122","83.3606473882433","84.3383121928503",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Guam","GUM","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Guatemala","GTM","","12.8972107839329","14.3536631222223","11.6771469507453","12.4748306116466","12.684117121093","12.4403988762228","12.8169045249305","12.5296145958204","11.8559930959873","11.6323365629823",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Guinea","GIN","","1.06254054600538","0.133018609564299","0.140796429615068","0.0805118251743225","","0.802782508306491","0.440291329098278","0.672818240007288","0.357191271622445","0.188629788318182",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Guinea-Bissau","GNB","","","7.97228303086643","5.13016397663752","4.44316638594925","9.11319719656689","9.77041988089913","5.99618249013701","6.20971280078296","4.39455238578209","5.25980895623503",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Guyana","GUY","","11.9012198750372","7.06071200997234","6.6588400163188","3.73564748453634","5.00063378896387","5.86040686701926","5.01505854167429","6.21062813162661","5.7799423895798","1.75306045052141",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Haiti","HTI","","25.4119515584673","37.6825937109437","34.7643045086748","33.6637013923163","34.8457383176514","34.7749351777276","34.8439183688131","31.5910118559193","30.1316913936693","34.8631710747482",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Honduras","HND","","10.3427823418202","12.6880040056868","10.2944502005419","10.2551258430602","9.87399290328872","10.4373470147041","9.68076760294039","10.2264653965939","9.70778373540423","10.2431519476378",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Hong Kong SAR, China","HKG","","3.78938300575514","5.7958180028863","6.27054800701015","6.54398933360136","6.94391538941495","7.46311086191682","7.01074516941322","6.30570515558945","5.92190355209154","6.14577746665168",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Hungary","HUN","","11.9364512465067","6.15072863604026","5.9153900549054","5.55799605198154","5.75426288244618","6.08527123486842","6.32615302319274","6.72970712592755","6.83497202193396","7.12570855374391",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Iceland","ISL","","13.3158352009392","7.87454805321837","9.04342499320574","10.6724363151029","12.5490136163941","15.0313990648243","17.9624132884288","24.4299903834705","26.6862521445173","25.5502920869965",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","India","IND","","6.00350085316649","4.16336992597512","3.96706445707282","4.13207145083054","4.06642763077828","4.27444906724364","5.00943815317626","5.36923837205765","5.69635226464623","5.42657307048889",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Indonesia","IDN","","7.04459479392581","4.57163230835854","4.24325512410959","4.48469357179949","5.02455380642221","5.81771624956107","7.03491461479772","7.48897480226927","7.56448547148604","7.36085740221671",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Iran, Islamic Rep.","IRN","","2.27739092407576","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Iraq","IRQ","","","3.17984243660922","1.88713548105592","1.69002473206925","1.80103041872107","2.17877415285821","5.02566960734303","6.66245280762595","4.65220440594416","2.16032293890942",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Ireland","IRL","","","3.93813484311593","4.11274595734614","4.0038757173282","4.06674416319389","3.8903808829183","3.16895946104138","3.24101763555317","3.51037496018223","3.13566641130987",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Isle of Man","IMN","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Israel","ISR","","9.89671869365889","6.90063260914134","6.35661601446999","6.67193350793273","6.67703534351657","6.63109955504215","7.03297925945104","6.96214104598057","7.48328407348194","7.42192635441192",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Italy","ITA","","9.79239736335773","7.17217543982318","6.996895851194","6.90410650379512","7.14438333232022","7.24387764497375","7.56729345384024","7.69085617888888","7.73637815504148","7.86422694736246",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Jamaica","JAM","","43.9459384143793","52.3177927115884","48.0600523222195","46.139549751856","47.8365662166028","51.2404025399666","55.6608010449109","57.642006479674","57.6840514508362","53.3759013135404",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Japan","JPN","","1.13991525916592","1.76507846587625","1.34667806656334","1.77284910800489","2.03109971342358","2.40911203154826","3.47707717432204","4.12261250156936","4.22357825807153","4.86928999618968",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Jordan","JOR","","26.4204296361245","34.4264286818794","31.6579047150573","35.8068358567462","36.1617351534891","35.542834332786","35.2291158962886","36.3877944591904","38.8114588566756","41.3262661514424",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Kazakhstan","KAZ","","3.94088988309667","1.88671650058191","1.70219185071781","2.34320597536549","2.59614268523105","2.60121444836553","3.59384723550416","4.90253312143769","4.37870271715232","3.94810188057602",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Kenya","KEN","","18.0141347654553","18.0339312974946","18.4995498640623","17.8842007693258","16.6602295856439","15.5205724937092","15.0276051173709","14.8553824914808","14.9811303796899","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Kiribati","KIR","","","22.4691113495815","18.9886198973139","18.5426660884796","15.2341837148631","13.260220813564","7.47944030343763","8.15552164130446","13.9254598712704","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Korea, Dem. People’s Rep.","PRK","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Korea, Rep.","KOR","","4.21961599366588","2.61803851397098","2.55675685963746","2.65011656070303","2.69593019429347","3.08700359079596","2.92094162628276","3.44862140848265","2.56309033501664","2.72020867354208",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Kosovo","XKX","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Kuwait","KWT","","1.84965449226123","0.753879309473883","0.57015501640299","0.607101822226646","0.507690704488938","0.553756936600815","1.51650872897582","1.59361044400896","1.06361822477313","1.07865245178358",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Kyrgyz Republic","KGZ","","3.49064435440008","9.62783099844138","12.6408406343368","13.877359223297","15.3314952849633","14.2646431376491","19.8760952650947","19.7631005610588","18.6549761426103","17.8099772530336",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Lao PDR","LAO","","22.5314254091233","17.0550274258009","17.1824085442791","16.2489541320854","20.1179738787085","15.8974291105588","16.1205037073354","14.115181120958","11.5852990699344","12.1779774535739",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Latvia","LVA","","7.34163582745446","4.97160666804494","4.70554120373912","4.32056317872155","4.74783259794413","4.96156391144708","5.44071948176499","5.36585127311301","5.04548631448928","5.01365220069174",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Lebanon","LBN","","","38.7189789490194","29.0731851636524","36.5588373562153","35.2043629182913","36.2570893051003","36.4159582257013","39.0473817702466","42.6928522281916","45.4227864911041",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Lesotho","LSO","","6.70921725539165","2.48975743718479","1.96599639321384","2.17019787481943","1.93203357359974","1.76687582710102","3.4897131227325","5.10373194745265","2.16630642656445","1.91458449433821",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Liberia","LBR","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Libya","LBY","","0.687960687960688","0.344512423725963","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Liechtenstein","LIE","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Lithuania","LTU","","9.68346334696525","4.0376022060784","4.15634130344887","3.92518063001035","3.75230293581481","3.94148773073226","4.04772625017155","3.80210970601597","3.42826947668121","3.22517537325499",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Luxembourg","LUX","","5.82669062894139","5.4975173189291","5.55831300288337","5.22993506623685","4.78937205443743","4.58504924248708","3.96304201277568","3.9952672327308","3.94793494624169","4.06799208765904",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Macao SAR, China","MAC","","","91.8920756911956","93.4860024391572","93.1554110587028","93.4489113173863","92.1135992819621","89.1271368990245","89.8098456103211","89.8783524516152","88.5387299475281",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Madagascar","MDG","","18.4676786282804","20.0626549072264","19.1980296846956","21.2342039225312","19.1419130083121","21.1353879015924","22.4032117324413","27.4128001469891","20.8451872322616","20.2238771323715",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Malawi","MWI","","6.62981010624738","3.68060856245236","2.24401478144156","2.53274196640196","2.36494147372423","2.1923192440354","2.51997578480744","2.54209220965175","3.32323843082879","3.84470617648111",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Malaysia","MYS","","5.23037420281402","8.83692170090236","8.40056476149656","8.70612350572111","9.52716290234524","9.80568819260314","9.15883353131709","9.78617040169819","9.07949418557651","8.8343747621729",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Maldives","MDV","","70.2168896648764","85.3327429714005","80.4165315373321","81.7394483629097","83.2905219875933","85.2025323178674","85.5615342090831","83.8746600573022","83.4871816066708","82.6938366672004",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Mali","MLI","","7.30791831784938","8.53748978469799","7.78388865009179","4.30352395047813","5.39695853489206","6.61047688169333","5.90550438591106","6.13567946661446","6.06181167657275","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Malta","MLT","","20.4334852547757","7.96017670068629","8.35143984928031","8.27660846260735","8.79822590075303","9.09777166265076","8.38194321857565","8.34193771742776","9.13469674685637","8.72130805224491",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Marshall Islands","MHL","","","6.73183891495783","6.18941130270162","3.50461912126251","3.81257635211172","6.08609454285065","3.17960381072052","65.969542952384","18.693184443476","15.5930416962225",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Mauritania","MRT","","","","","1.79460818761014","1.7619815358327","1.89455733885694","1.89632959259041","1.97532593342658","1.27011985263723","0.291008929085353",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Mauritius","MUS","","27.9136195230458","31.977689612984","31.0334939013675","29.3541838104691","28.2171867253322","28.6598624175685","31.1420691679214","35.067754597232","37.1875308050558","38.9281952431305",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Mexico","MEX","","5.07738339916988","4.01718982514007","3.40543328517246","3.43445379490456","3.58831124372786","3.96481886419466","4.63726914233955","5.17391502315817","5.13591115017573","4.96060248874723",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Micronesia, Fed. Sts.","FSM","","","25.9978855053122","24.1684939512851","18.6505955050369","21.3284630709511","22.9817833705401","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Moldova","MDA","","10.1723953314059","11.3692741545825","9.23143366216577","10.3039860545336","10.6555463105171","11.0859124415708","12.055842663216","13.1074083529246","14.1971708211285","14.4862872804603",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Monaco","MCO","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Mongolia","MNG","","7.01077309528994","8.48634289053482","4.30418728067747","4.82930863044815","5.27005365223267","4.22846630932572","5.43303698267237","6.76198889468564","6.79346852207479","6.81877429502399",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Montenegro","MNE","","","51.0939234325938","48.0688758592728","50.570404802138","50.4244888505443","52.0514145685459","55.2680995492177","54.811079828975","54.8056583832202","52.1678725110468",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Morocco","MAR","","25.760131403362","30.2305822986919","28.5792243041453","26.2565292141768","25.1453315874736","25.0459343659529","23.3236963151608","23.0328509444214","23.3956903946414","22.01675709421",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Mozambique","MOZ","","","5.23631450152083","4.90777474041301","4.81964164395901","4.7817718609597","4.84784929563623","4.88407386916009","3.02492700040369","3.04673444377885","5.53997255701068",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Myanmar","MMR","","9.2428363620813","1.18120918059983","3.94915779876243","5.81911092780281","7.93443321931033","12.824663400518","16.0017934694206","17.5667741748565","14.5562212483595","10.5932971498983",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Namibia","NAM","","13.0116582785279","10.2892462332524","11.1295140347389","12.4688698847222","8.28927509508903","11.4369814911631","13.2076795639651","9.21395100940426","10.0211498181423","9.86220434169235",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Nauru","NRU","","","2.30591019231258","2.34492241684585","1.44681222867005","1.79991796574581","8.32464740424062","4.13408630788622","6.334529440184","9.77854200755806","5.1445115419415",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Nepal","NPL","","17.0816628836972","24.0529678870287","22.2826552317075","19.6517218857967","21.0484136978655","21.1963298100727","22.6861552657591","23.5284959918273","29.2948973214845","27.7828846715184",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Netherlands","NLD","","4.56637612243144","1.9345185236332","1.86341197939452","2.60215015291544","2.73246541719713","2.70464657172269","2.77452765553012","3.3934700377323","3.36506485964235","3.35266955604135",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","New Caledonia","NCL","","","11.6467443277442","12.4082910585274","14.7852793779902","14.9797083984422","12.9777700794588","13.888829214586","13.2255604858842","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","New Zealand","NZL","","12.2027637723757","15.0663106899652","14.203822133452","14.0620279143667","13.9652112449647","15.1729241841959","19.1358277702142","19.7730484433901","19.1555323196462","19.0841319332291",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Nicaragua","NIC","","13.5276845637584","8.85754583921016","8.88111570435652","8.42033681347254","8.40031425636067","8.34580838323353","10.3270223752151","12.428131714966","14.7541271205768","9.87027125102059",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Niger","NER","","7.18701724686756","8.29864404518096","4.02557420284342","3.36032341406015","3.39827961763998","5.77342426005751","6.06361573685465","6.82560901297177","6.35238523782937","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Nigeria","NGA","","0.887174471030359","0.88997469637146","0.671625243068826","0.647557014649684","0.61959822546312","0.715238617964801","0.93990005794209","2.82982991873963","5.14277981724982","2.91129132161068",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","North Macedonia","MKD","","7.74733991484239","5.51790519107927","5.04777513801062","5.47062120363874","5.75787481024836","5.50128313439061","5.46330224674883","5.20245823712068","5.30329498676757","5.09094756953213",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Northern Mariana Islands","MNP","","","","","","","","","","","",""
