Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Armenia","ARM","","5.67979396910915","14.127771550521","15.3726279358666","17.032460443743","18.3880040543734","20.0646823330097","23.9239656379071","24.7745361364918","23.1512340852509","21.933781319289",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Aruba","ABW","","10.8244974883694","12.5869547646631","4.24549195907641","10.2460963358125","15.0708049177075","15.5196770645618","16.8339793043146","16.5113569180105","17.7607200931077","15.9527998724182",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Australia","AUS","","10.2698524856961","10.9622049762648","10.9016287438307","10.5647841707277","11.1850592516106","11.6456342568167","12.577842439378","13.676229017858","13.7149680150395","13.6525023236232",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Austria","AUT","","","5.45198043047931","4.80172081706129","4.79332817345596","4.73184076569382","5.0058412986842","6.0146803990869","6.0474842171807","6.05161005757337","6.01142300861459",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Azerbaijan","AZE","","6.8198193835081","8.3623214116849","11.3194968082584","15.0462232973376","15.5544268221932","16.0405933001135","14.8700456672493","15.6894958613433","16.386956193334","13.8546875412132",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bahamas, The","BHS","","11.5661497351086","9.78106063276836","8.14922618752661","7.79992224452512","7.55077163880112","6.46679718493207","8.19963855548934","9.84966144163229","11.2568075863374","10.4405650141285",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bahrain","BHR","","8.28128745413712","5.22317675013707","6.47493535102002","3.78652509373354","3.53318438691024","2.8551049847732","22.1461332061296","9.10943234415004","20.505664160401","14.7975308883519",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bangladesh","BGD","","4.86915582764507","2.83331213125474","2.16219849367654","2.35503215284381","3.14662114582846","1.73098368046026","1.81456130186139","1.7501253552406","1.98538101281744","1.84356842877916",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Barbados","BRB","","9.68029294560991","16.2951006750192","5.55327330435576","3.75453671939105","3.24154574024527","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Belarus","BLR","","3.24364075693706","2.03145496172011","1.52611669245085","1.93172926447574","2.87209585431385","2.98495881989151","3.04690770956277","2.97074268567142","2.96476532594608","2.80366823339873",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Belgium","BEL","","","5.73509948148271","5.25851575638468","5.41959670535993","5.74233264328992","6.07103125213551","4.48946224182485","4.43837145394548","4.3720947726355","4.63716627947216",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Belize","BLZ","","7.4542886712423","4.8171073989482","3.89777986492111","3.80468704408127","3.87561796706108","4.43430811203548","4.22789220693256","4.85946954503044","4.87768552477641","4.43403657873265",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Benin","BEN","","7.04721578597668","3.97014761760766","3.51067685589462","3.71072054074544","1.17712055978172","1.30175302112232","4.0363043582418","2.33947784203836","3.68355656427994","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bermuda","BMU","","","20.8358951925493","18.1388873184872","18.1771563633717","16.8854338072745","19.3193714359993","19.8577343043417","19.3869296551245","18.0496791000126","16.0281381701015",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bhutan","BTN","","","4.59773868219375","4.4459322737555","5.71256318463416","6.08628166834268","3.80914875103947","3.65545423639396","4.20267085502313","5.10155120881141","6.26530993376602",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bolivia","BOL","","5.58272051746044","6.8393145928309","4.67124673989568","5.06103933199244","5.96708153140151","7.37696710824892","7.13016952313114","8.89819816355349","8.79101457273733","8.68694235813675",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bosnia and Herzegovina","BIH","","2.21297034154614","2.8087144334853","2.05459759650027","2.04127426750464","2.00852323313796","1.95133551132928","3.18934120163333","3.23925299283103","3.33816778887881","3.17729110607052",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Botswana","BWA","","9.00665234921783","4.49960770294058","3.8271627168746","3.35089411371881","2.85265155393614","3.07580015772622","3.16827504787772","3.42833461542036","3.99480501089115","3.681548740744",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Brazil","BRA","","6.35404071921616","7.74970343823298","8.14755210119333","8.55954166082981","8.99526133922179","9.40968646198133","8.37193980204943","8.39024281549467","10.1498842677935","8.62714428399348",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","British Virgin Islands","VGB","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Brunei Darussalam","BRN","","","","","8.74839524427551","8.0299103964361","10.5213471618864","9.42544679809782","11.5967151814284","11.6652894638074","10.2962198251364",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Bulgaria","BGR","","9.96115845510655","3.62035642873189","3.13930480493783","3.17217837483166","3.690286516925","3.92171725520649","4.21945028650569","5.14855274056581","5.49686031798545","5.41494713377715",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Burkina Faso","BFA","","","4.29819604800537","3.66873643063669","3.76806726270239","4.5208037842382","4.06484429903783","4.24147823196998","4.32598852046668","3.90979908418287","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Burundi","BDI","","9.30311784342272","5.76851295488023","6.40253891441921","2.70175286607569","3.72091255439648","4.11124662184159","3.48308868388642","3.77411163374792","2.71057207214789","2.54060975902162",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cabo Verde","CPV","","12.5510346225983","12.393434203766","10.3336680199921","11.2673391768797","10.9616228884927","9.31209676024566","12.0358673585534","7.89620069524184","7.8841629834742","7.25654519471546",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cambodia","KHM","","2.29757731216814","1.72234787106599","3.60750969732907","3.7580727646875","3.76096468836104","3.7360672141412","4.12814893056884","4.60425356186633","5.03653374714765","4.93803121314257",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cameroon","CMR","","9.61427833139251","4.15512448656358","7.56243674648386","8.18688510948096","8.98782250503613","8.5744931025643","9.52573351652689","11.5593754655358","11.6211888962897","10.863748398997",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Canada","CAN","","5.27695706623055","7.44257363063498","7.25592432657076","5.94286691122648","5.96844550099942","5.84166411869893","5.66108269407993","5.58763703208737","5.73320249214884","5.748451006284",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cayman Islands","CYM","","","","","","","","","8.6283547951234","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Central African Republic","CAF","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Chad","TCD","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Channel Islands","CHI","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Chile","CHL","","4.12915505699642","2.55971402200601","2.4235502429461","2.65879957162661","2.76755577297138","3.26104568001663","3.51166658576643","3.97848230250859","4.07912559365884","3.62835496442146",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","China","CHN","","8.79156471423692","3.97416129017085","3.97301794076604","5.24776278478983","6.0642901458147","10.1420288041997","12.4773153294966","12.8778644130109","11.656592392071","10.8847797754834",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Colombia","COL","","10.021185103187","6.63519749616719","5.7389351162504","6.30141786507956","6.36450800183231","6.81661464815881","7.50019829889507","8.84678147547132","9.05877639324426","8.92578599998057",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Comoros","COM","","","12.2243094720393","12.167263424714","11.2859235556146","","11.9298098103495","12.7204020485862","14.1792524561742","13.7569470634362","12.8369347477558",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Congo, Dem. Rep.","COD","","","1.40118820760004","2.52437498340971","0.98103188931889","1.26830322874188","1.79244389754466","0.994810414350185","0.421405196166335","0.520567173320126","0.646996731516002",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Congo, Rep.","COG","","4.94298808355385","4.27686514100274","4.10209112791756","4.42226663521873","5.00433069915156","4.76026434702167","5.86051937591375","6.27224574841038","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Costa Rica","CRI","","8.34755557131643","4.86474694041684","4.0580812161243","3.92243503477703","3.86063472756409","3.78650066392884","5.23785030584605","5.87625523339127","6.16950364474363","5.87926433642621",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cote d'Ivoire","CIV","","","5.27539658019629","6.11813577266397","4.6717574262003","4.83012319386609","5.13405416063306","4.93351129502644","4.58036778178687","4.7514888822795","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Croatia","HRV","","7.37573955133461","3.80280605518446","3.62155873687709","4.13759127022162","3.7459999003498","3.42959449971179","3.36790717544474","3.97252420488204","5.10321785406805","5.54541718833406",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cuba","CUB","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Curacao","CUW","","","","10.9814062025193","11.4134715507125","13.4979227964341","14.2225587619028","17.1325596944524","18.5275560274049","18.7041131534481","18.9290316969616",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Cyprus","CYP","","10.5603034639185","8.74141531091092","8.64366202392231","9.22654828879187","8.76941703735637","8.9186438327184","10.8579836733759","10.818844696467","8.19078087003522","8.61809977457805",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Czech Republic","CZE","","4.10238174482477","3.32779335077998","3.16774005196931","3.07730574036252","3.15609885546974","3.26858323036984","3.43741589080677","3.5360210364093","3.52845431357044","3.44128525812406",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Denmark","DNK","","7.23814136298991","6.47031739127306","6.02695682495191","6.03522869449373","6.07758250845221","6.20343842464535","6.05869312825205","6.26793133552139","6.16637608642375","5.9414777290166",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Djibouti","DJI","","5.32907348501733","4.1579517701034","4.96746305891384","4.08588928846049","0.790050655165072","1.09525510682159","1.17761131478496","1.23268629198474","0.921960092516366","0.532350254679877",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Dominica","DMA","","4.91594343630515","4.9145863583155","4.53160323733595","4.78231557089669","5.21942344642633","11.5157697711568","10.3991829686647","10.0205064272583","9.31476617367494","6.95363495546831",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Dominican Republic","DOM","","5.64877460105529","3.71964444244665","3.41078977852143","3.34759700753937","3.46791286805077","3.54198262106714","3.99890440975075","4.24687743762098","4.46740458051546","4.05381363470776",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Ecuador","ECU","","8.44381155674129","3.81255397596955","3.45579894647886","3.40581502021694","3.34389759772463","3.28065078217441","4.15984853585057","5.30445515258954","4.71925976379061","3.96743227708493",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Egypt, Arab Rep.","EGY","","5.26752566062459","4.50367677766604","4.19510240122774","4.41419285822258","4.99190212749021","4.711065462998","5.35187551148975","6.37029402032755","3.44468636835502","3.79545671908511",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","El Salvador","SLV","","4.88468572958023","3.25769882726421","2.39176654384609","2.73442849744779","2.42039609642559","2.50933644787141","3.03887963518391","4.208154767125","4.11073220726204","3.87690476314776",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Equatorial Guinea","GNQ","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Eritrea","ERI","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Estonia","EST","","6.86513925895877","4.72360140024443","4.29574074000772","4.09334367528894","6.01086387024561","6.45035261611665","6.9494180183963","7.36845164694396","7.23948832088987","7.59774586816587",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Eswatini","SWZ","","2.22761777343425","3.31449399292449","1.70501403258326","2.66566414434058","2.49070751187006","3.13007700474583","3.78617736890567","1.99986633928334","3.79916937812635","2.08039961827122",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Ethiopia","ETH","","4.93528175991747","1.44231195149843","1.44624647917685","1.28096813901358","1.50162349728582","1.55461896114246","1.87303698061736","2.30536939482055","1.88240185588797","3.0744322898584",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Faroe Islands","FRO","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Fiji","FJI","","8.71708568391377","5.0823107816622","4.70354957562876","4.31534914487971","3.61219869430723","3.48486148721148","4.69956146089797","4.76747303595571","5.05694956939661","5.16959434299447",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Finland","FIN","","5.76025658775968","5.6818155202257","5.48499208731072","5.55967576022126","5.95650605860556","6.07281170406948","6.74536800611081","7.02669028797979","6.87515098109204","6.65791433871501",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","France","FRA","","7.69006063110247","6.20228010144532","6.30515922300876","6.00998947983088","6.04768498011048","6.57096856424752","6.05973100877509","6.1778989706624","6.11021422965837","6.18840249891611",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","French Polynesia","PYF","","","14.3772744267622","14.0027658120915","13.6099966484916","12.8624196519347","13.9184537604781","14.4083417660915","12.0740405782992","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Gabon","GAB","","11.0899542432083","11.3742169993768","10.5880322279665","7.29257152911924","","6.48338758640658","10.0806794879083","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Gambia, The","GMB","","","4.33949403253782","4.33832591132751","3.25436187377736","2.85558547255871","12.3737296591395","12.6826575946679","17.2457239070435","8.30128785750296","1.67432277078687",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Georgia","GEO","","9.85208561569178","5.38121882188801","4.80734539701618","5.15370776665279","5.79811440881169","5.61968493135116","7.03561456289998","8.32227915006884","9.12796296054006","8.91481277731131",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Germany","DEU","","9.67645911093229","7.19380222246591","6.6547261482211","6.81061092394251","6.93126485292988","6.71142733136874","6.46367222056602","6.51443544569092","6.59994732287","6.38584147088565",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Ghana","GHA","","4.83550583806387","6.33378167698719","5.26041576350757","4.43654544222282","4.36482407031041","4.92022196430799","6.76331279736098","7.64980670523068","7.14648301275112","5.72353595699859",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Gibraltar","GIB","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Greece","GRC","","10.9472777728868","4.24173783889383","4.48022893443699","4.3418416837756","4.73101503924793","4.87588816063615","5.53684356196906","5.50154873451996","4.60696749784221","4.55695193033916",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Greenland","GRL","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Grenada","GRD","","2.57949255649209","2.63456587744467","2.52847379187703","2.77999417571564","2.59902767784295","6.89757998021021","7.88832601389518","7.5658474171093","6.34699120364703","6.35955589379954",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Guam","GUM","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Guatemala","GTM","","3.880285991449","6.98406055600382","5.50200031370699","5.14544814733383","5.18092220895317","5.35791841879784","5.37303136117887","5.42170653142499","5.11372579693433","5.29295567705829",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Guinea","GIN","","1.49124422668612","0.944208392346358","1.83302284170913","1.30750636213462","2.11370695287307","0.987189819951021","9.29106607835714","0.317231625201623","2.41748703991094","9.93625035529261",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Guinea-Bissau","GNB","","","9.86187320335524","11.3557645578567","9.63543691750064","10.0719674313731","16.0289733390957","15.6904557062962","15.0911933374851","14.1424171704957","16.2559757349751",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Guyana","GUY","","10.359208933136","4.14086277741826","3.58394575480498","3.25000083571169","3.40680089750839","3.4724048471807","5.23612017538906","5.33165659289248","4.24011877647375","2.63362399948619",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Haiti","HTI","","12.6395464375475","10.0528973400301","10.3305792252348","11.2743897405669","9.40897824642289","9.99304478536687","11.2002898679417","11.9862152565648","10.3701419527089","10.5625286767651",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Honduras","HND","","5.86878216374149","5.2217335283458","4.54924170749947","5.34574295406998","5.02300181235344","4.29766132779076","4.39694697126923","4.86515425879634","4.76351503479038","4.37791872007706",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Hong Kong SAR, China","HKG","","5.98826350785657","3.80630040578378","3.662287591464","3.56020284694964","3.48173749185653","3.54739850218584","3.85157187101355","4.07283270577509","3.95990371867227","3.88507395387148",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Hungary","HUN","","5.11457412915401","2.88887925797092","2.68174008806781","2.40934361187539","2.37227160634137","2.37832241413763","2.46646110303525","2.73846393787341","2.69165462045132","2.57220783092515",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Iceland","ISL","","13.3913476240409","10.3560436276711","10.375507404213","10.7587787186618","11.5542067517222","12.0333261491994","12.8437185339585","14.8253203827406","16.1417845403568","15.9619688394254",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","India","IND","","5.0441194697309","2.38920035388079","2.47693665015228","2.43262481221497","2.47747857892658","3.15995119003195","3.59559187581085","4.06429747250986","3.89165109332806","4.0111352655606",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Indonesia","IDN","","5.70867747826359","5.79821066629227","4.57890937821969","4.25334974017272","4.86580597053704","5.08444732073981","5.90384690498763","6.22465661949089","5.98822379714594","5.31866223308219",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Iran, Islamic Rep.","IRN","","3.833628520825","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Iraq","IRQ","","","3.54936800059333","3.63042680217169","3.72442707184062","6.77429885656561","8.91047414213918","13.6417691369743","17.3338628469153","16.7023015453705","13.8107461846825",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Ireland","IRL","","","4.23646524524752","3.73974454635696","3.41783086841382","3.38521936527652","2.58300912496101","2.17654935892416","2.18918577956974","1.99649466417209","2.17136602578505",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Isle of Man","IMN","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Israel","ISR","","7.97746734110778","6.08647393915606","5.24797601909686","5.41102972716871","6.17506419621194","6.89818265509298","8.89246936031324","9.16105491611665","9.23963510382635","9.10212839733564",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Italy","ITA","","6.40073224869302","4.67756693914723","4.42915152309836","4.60873057707863","4.79599575655821","5.09210948491011","6.14865163783772","6.23942239543158","6.37387512532733","6.21296820625092",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Jamaica","JAM","","5.37634408602151","3.64127862807794","2.72119090205125","5.35102561768061","5.21503882651857","6.13232549905539","6.24798829428254","6.61579238411342","6.29637432054172","6.32732336588992",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Japan","JPN","","9.37967536294178","4.96417893627827","4.09810383244222","4.03690289101094","3.37468610353503","2.8851972788041","2.87777012572835","3.36774222104776","3.07610645439463","3.02620828511087",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Jordan","JOR","","6.6773679375265","9.51680899362232","6.00907179412581","5.47104692078516","4.98922049620679","5.00699008985648","5.58298733297338","6.29545307128493","6.52091966724989","6.55918569395459",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Kazakhstan","KAZ","","5.38475832322476","3.36420828003389","3.56761679698551","5.91617697846052","5.9636882123234","6.69807952105281","6.90749440111344","7.15089830497583","6.62881174478192","6.16962987336707",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Kenya","KEN","","4.14602126870306","1.56673425845337","1.20651869500294","0.971223609278195","1.27348091679061","1.01584535227541","1.22749842528187","0.898083713559913","1.37274975633007","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Kiribati","KIR","","","8.23441988333605","7.81981787280293","4.57805498771359","7.6926187447355","7.17251430554523","6.77843243133495","7.76243050656094","7.12073643738703","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Korea, Dem. People’s Rep.","PRK","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Korea, Rep.","KOR","","4.23658317567236","4.05363322575254","3.35365673997367","3.45773114398976","3.77577640067967","4.06821513909619","5.22627272742568","5.87397576770757","5.80845370846327","5.35544908357113",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Kosovo","XKX","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Kuwait","KWT","","25.0782719124744","20.0994961443532","21.3384317919604","22.2172467465327","22.6855690311967","23.9977436869909","25.7102262113583","25.0083202056756","23.7705737348219","20.992662623811",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Kyrgyz Republic","KGZ","","4.27878295434792","7.36035360172413","8.06499088027136","8.24021200347667","7.60556101308906","8.80569552939544","11.0375159566688","12.2438272467437","8.31490585541971","7.72874710745297",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Lao PDR","LAO","","1.38329327546556","9.25309564346519","9.00647298353307","16.2215424607214","22.078538546965","17.2054562516286","14.8360621511737","14.263172962049","13.7093934964249","12.9676847934516",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Latvia","LVA","","10.113477843464","4.91901471870056","4.2923252174113","3.67094423106458","3.69665672116155","3.6022768168578","3.70039797608346","4.241232589332","3.87148208440059","3.68059042893868",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Lebanon","LBN","","","16.1076165271347","14.3198266427963","14.0786170462953","14.0827962836898","15.6333603193341","16.7931426948456","16.9477990345439","17.786037595921","19.4679123290367",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Lesotho","LSO","","18.6649863917452","11.5085809983519","11.3499310558095","9.31351795259489","9.37866819591709","8.22594086323112","8.78539871090683","12.5170971846158","14.0614455011082","14.0247371149823",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Liberia","LBR","","","0.195848110081381","0.134016987713481","0.111666493015359","0.131614868092788","0.0883814320015749","0.135383713572678","0.246515535686517","0.484500515971175","0.618232004984871",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Libya","LBY","","9.85270700636943","7.11715939308619","14.5575630036442","8.14462697056089","6.1099221561111","3.49836830821549","5.05527128217045","7.03896103896104","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Liechtenstein","LIE","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Lithuania","LTU","","5.05398175338312","3.46896998025418","2.60714054445377","2.77780300778214","2.97377009602723","3.09524665719633","3.29035776386184","3.23264868344284","2.98946866539797","2.81919579242839",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Luxembourg","LUX","","5.31343808107152","5.38112018865984","4.82762806238059","3.62454755448081","3.35796377387479","3.08275719401447","2.92059529523917","3.01738296877557","2.95370341158072","2.98337118191031",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Macao SAR, China","MAC","","","9.61512762130728","8.87169565660924","8.11838182925317","7.88597668659486","7.67794415731205","7.6160320984759","8.42955451640283","8.22859977487179","7.70140498002927",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Madagascar","MDG","","12.0373892091564","6.30238920231407","7.49028239769005","5.93239545624776","6.19794356805641","7.82432246856022","6.77177341863589","8.37087507041535","7.0756360308815","6.38436038582579",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Malawi","MWI","","8.42484953457598","3.40586736757082","3.19192626207438","3.75799347561045","3.04296286984919","3.51674450039883","4.74635714342078","4.15755918428942","4.31544495258145","4.62032197696521",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Malaysia","MYS","","2.69766644622073","5.09866035287602","5.36493268934571","6.1090332336432","6.16891927601728","6.36717379337495","6.20743792223037","6.26013713413461","6.02091248805984","5.98545872369598",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Maldives","MDV","","13.2845085994852","14.8830331855589","10.0528918875647","9.64385204222487","10.5019359572184","9.83969906738142","11.1585193248544","10.8497584311844","10.7386264163851","10.5671939455279",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Mali","MLI","","7.12826265750751","4.45952534911605","4.44043295992783","4.14799265641514","3.57999825364262","4.22817247363578","3.99084946958753","3.76875716770942","3.92884962968265","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Malta","MLT","","5.60955232254625","2.29662963328105","2.21627940056737","2.29390057498281","2.51076623750341","2.58319024627013","2.38376263266428","2.57998279129009","2.88031237018678","2.87379449240067",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Marshall Islands","MHL","","","13.3627114165386","13.4406911133992","13.6973800427399","12.185256405493","13.1129670025081","16.5364145660812","15.8919047740387","15.3572682828939","17.971392264776",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Mauritania","MRT","","","","","2.43638008771073","2.59660675358934","3.1542790264012","2.81989584697134","2.95356281743294","2.15272505927326","1.15714816396614",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Mauritius","MUS","","7.49938100746361","6.89416343250695","5.78007998700767","5.21981787886188","6.23151683802234","6.72683838497916","9.38284152542797","10.5735663151255","10.2936479716104","9.55711083856597",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Mexico","MEX","","3.31825163203502","2.73829783308588","2.53617923720795","2.66742148347834","2.89276972837014","2.88696004255279","2.95804881491233","3.04907359929754","2.97773953398809","2.80036961260792",""
