,iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,medical_doctors,ghs_score,health_expenditure_5y_avg,GDP growth (annual %),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Population density (people per sq. km of land area),"Population, total",Surface area (sq. km),Female share of employment in senior and middle management (%),Firms with female participation in ownership (% of firms),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Proportion of seats held by women in national parliaments (%),"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Women who were first married by age 18 (% of women ages 20-24),overweight_in_percent,stunting_in_percent,underweight_in_percent,"Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, number of arrivals","International tourism, number of departures","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",lockdown_date,lockdown_type,di_score,di_electoral_process_and_pluralism,di_functioning_of_government,di_political_participation,di_political_culture,di_civil_liberties,di_regime_type,household_avg_people,household_members_1,household_members_2_3,household_members_4_5,household_members_6_or_more
93,IRQ,Asia,Iraq,2020-06-23,32676.0,1167.0,812.3810000000001,1.9569999999999999,15663.986,2.5,218.612,8.83,,,94.57600000000001,7.08,25.8,3.2384713739156736,-0.5627455031689549,-2.84164269387304,5040.0,10780.0,193557631837.915,414261677934.829,88.53057003546171,38433600.0,435051.9921875,,,72.486,68.429,25.5,90.6760025024414,76.0540008544922,,9.5,24.514285714285712,8.500000000000002,129.1,185.81099999999998,13.8107461846825,7855000000.0,,,2.16032293890942,1986000000.0,22/03/2020,Full,3.74,5.25,0.0,6.67,5.0,1.76,Authoritarian,7.7,1.23,10.21,20.83,67.74
94,ISL,Europe,Iceland,2020-06-23,1823.0,10.0,5342.125,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,40.78,46.3,8.221210539340975,4.61147602956513,1.8470146902301399,68120.0,55920.0,24028826245.3673,19724344190.2305,3.5184139650872797,352721.0,103000.0,43.0499992370605,,84.3,81.1,38.1,91.5059967041016,84.5660018920898,,,,,,,15.9619688394254,1829000000.0,2343800.0,668000.0,25.5502920869965,3128000000.0,16/03/2020,Full,9.58,10.0,9.29,8.89,10.0,9.71,Full democracy,,,,,
95,ISR,Asia,Israel,2020-06-23,21082.0,307.0,2435.665,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,46.25,47.3,7.207121849060057,3.45370251802824,1.4796174798864299,40930.0,40280.0,363555983141.75104,357819136573.78,410.480591497227,8882800.0,22070.0,,,84.8,80.9,27.5,90.65599822998051,84.8399963378906,,,,,,,9.10212839733564,9765000000.0,4121000.0,8473000.0,7.42192635441192,8073000000.0,12/03/2020,Full,7.86,9.17,7.86,8.89,7.5,5.88,Flawed democracy,3.14,21.01,39.99,28.29,10.7
96,ITA,Europe,Italy,2020-06-23,238720.0,34657.0,3948.276,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,,39.77,56.2,8.93452599644661,0.77434001307563,0.966057526934264,33740.0,43260.0,2038376643846.06,2614057252003.44,205.418372203713,60421760.0,301340.0,23.149999618530302,,85.2,80.8,35.7,83.0790023803711,72.7460021972656,,,,,,,6.21296820625092,37644000000.0,61567200.0,33347100.0,7.86422694736246,51602000000.0,11/03/2020,Full,7.52,9.58,6.07,7.78,6.25,7.94,Flawed democracy,2.4,31.1,46.56,21.29,1.05
97,JAM,North America,Jamaica,2020-06-23,665.0,10.0,224.574,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,13.06,29.0,5.569961890578271,1.94087814684517,1.45452492809596,4970.0,9520.0,14582302023.5711,27941326713.8123,270.993074792244,2934855.0,10990.0,,,75.993,72.78699999999999,17.5,66.9560012817383,55.681999206543,,5.9947368421052625,8.680000000000001,3.955000000000001,104.39,175.46400000000003,6.32732336588992,503000000.0,2473000.0,,53.3759013135404,3099000000.0,12/03/2020,Full,6.96,8.75,7.14,4.44,6.25,8.24,Flawed democracy,3.45,23.3,34.96,25.4,16.34
98,JEY,Europe,Jersey,2020-06-23,318.0,31.0,3146.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/03/2020,Full,,,,,,,,,,,,
99,JOR,Asia,Jordan,2020-06-23,1042.0,9.0,102.125,2.3609999999999998,8337.49,0.1,208.257,11.75,,,,23.24,42.1,7.487730979919432,1.9402922050502602,0.129635568275077,4200.0,10050.0,41836914916.3244,100021027802.92099,112.14249831043001,9956011.0,89320.0,,,76.175,72.73,15.4,96.63800048828129,82.7229995727539,9.7,5.72,11.76,3.5,89.001,123.898,6.559185693954589,1493000000.0,4150000.0,1501000.0,41.3262661514424,6221000000.0,21/03/2020,Full,3.93,3.58,4.29,3.89,4.38,3.53,Authoritarian,4.72,4.36,25.76,34.91,34.97
100,JPN,Asia,Japan,2020-06-23,17968.0,955.0,142.066,18.493,39002.223,,79.37,5.72,11.2,33.7,,24.12,59.8,10.85412248969078,0.788455875670337,0.9929313224878629,41310.0,43010.0,5226599302149.56,5441912207702.95,347.07345841562403,126529100.0,377970.0,,,87.32,81.25,10.1,91.3040008544922,88.4629974365234,,1.5,7.1,3.4,,,3.02620828511087,28096000000.0,31192000.0,18954000.0,4.869289996189679,45276000000.0,27/02/2020,Full,7.99,8.75,8.21,6.67,7.5,8.82,Flawed democracy,2.33,34.53,45.45,17.76,2.25
101,KAZ,Asia,Kazakhstan,2020-06-23,18231.0,127.0,970.937,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,39.8,40.7,3.035991750657558,4.09999999987123,2.76315091083548,8080.0,22950.0,147572879547.561,419392398533.198,6.76831870207801,18272430.0,2724901.875,,,77.19,68.84,27.1,76.3659973144531,74.65699768066409,,9.7,15.02,3.76,94.435,220.812,6.16962987336707,2852000000.0,8789000.0,,3.94810188057602,2651000000.0,15/03/2020,Full,2.94,0.5,2.14,4.44,4.38,3.24,Authoritarian,3.5,14.57,38.32,30.97,16.14
102,KEN,Africa,Kenya,2020-06-23,4797.0,125.0,89.211,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.57,47.1,5.203852504491808,6.319781363543901,3.8961529810206197,1620.0,4260.0,83062874765.6646,218901528193.101,90.29941666373828,51393010.0,580370.0,,47.5,68.684,63.965,21.8,39.9109992980957,56.1689987182617,,5.95,37.14444444444445,16.75,194.507,264.72,,,,,,,15/03/2020,Full,5.18,3.5,5.71,6.67,5.63,4.41,Hybrid regime,3.64,21.6,31.06,27.84,19.49
103,KGZ,Asia,Kyrgyzstan,2020-06-23,3519.0,41.0,539.377,2.8819999999999997,3393.474,1.4,436.36199999999997,7.11,3.6,50.5,89.22,22.13,49.3,7.058553993701935,3.5000000000000604,1.46038147656107,1220.0,5110.0,7700206967.568541,32311134971.8764,32.965589155370196,6322800.0,199950.0,,,75.6,67.4,19.2,70.9179992675781,60.534000396728494,,7.666666666666665,19.916666666666668,4.366666666666667,94.014,210.66299999999998,7.7287471074529694,453000000.0,423000.0,6839000.0,17.8099772530336,487000000.0,24/03/2020,Partial,4.89,6.08,2.93,6.67,3.75,5.0,Hybrid regime,4.21,8.21,30.82,36.13,24.85
104,KHM,Asia,Cambodia,2020-06-23,130.0,0.0,7.776,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,1.93,39.2,6.407017484307291,7.49796350754166,5.907741250022111,1390.0,3970.0,22525028803.2131,64584492592.1059,92.05641287106279,16249798.0,181040.0,,,71.62899999999999,67.312,20.0,41.57899856567379,56.7430000305176,,3.033333333333333,43.68333333333333,31.98333333333333,132.376,199.97099999999998,4.93803121314257,1079000000.0,6201000.0,1995000.0,26.2409950521192,4832000000.0,28/03/2020,Partial,3.53,0.83,4.64,3.33,5.63,3.24,Authoritarian,4.61,3.37,25.65,43.08,27.9
105,KNA,North America,Saint Kitts and Nevis,2020-06-23,15.0,0.0,281.997,,24654.385,,,12.84,,,,26.76,26.2,4.997950494289398,2.9239388170027594,2.14672480942217,18340.0,25060.0,961531499.003816,1314191081.72592,201.69615384615398,52441.0,260.0,,,,,13.3,,,,,,,,,9.934430179688631,59000000.0,125000.0,,60.63869418587979,367000000.0,,None,,,,,,,,,,,,
106,KOR,Asia,South Korea,2020-06-23,12484.0,281.0,243.49900000000002,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,23.61,70.2,7.074870467185974,2.66831140171185,2.18145161175325,30620.0,39630.0,1580109482105.75,2045413635095.92,529.358501289308,51606633.0,100339.00390625,,,85.7,79.7,17.0,77.3830032348633,73.0490036010742,,,,,32.342,79.266,5.35544908357113,34769000000.0,15347000.0,28696000.0,2.72020867354208,19856000000.0,,,8.0,9.17,7.86,7.22,7.5,8.24,Flawed democracy,2.53,27.23,47.59,23.7,1.48
107,KWT,Asia,Kuwait,2020-06-23,40291.0,330.0,9434.587,1.114,65530.537000000004,,132.235,15.84,2.7,37.0,,26.46,46.1,3.812536597251891,1.24601594652857,-0.741360738908625,34290.0,59760.0,141863037582.434,247255027990.77,232.172222222222,4137309.0,17820.0,,,76.467,74.672,3.1,99.39600372314449,97.8479995727539,,7.98888888888889,4.661111111111112,2.353333333333333,41.12,69.179,20.992662623811,14318000000.0,8508000.0,,1.0786524517835798,919000000.0,16/03/2020,Partial,3.93,3.58,4.29,3.89,4.38,3.53,Authoritarian,,,,,
108,LAO,Asia,Laos,2020-06-23,19.0,0.0,2.611,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,3.73,43.1,2.4081863090395936,6.24796000755872,4.61588222048862,2450.0,7410.0,17318312655.3411,52359881805.3517,30.5957842287695,7061507.0,236800.0,,36.5,69.417,65.83800000000001,27.5,12.3100004196167,25.399000167846697,,,,,156.747,205.59,12.9676847934516,949000000.0,3770000.0,3207000.0,12.177977453573899,757000000.0,,None,2.14,0.0,2.86,1.67,5.0,1.18,Authoritarian,5.77,1.22,15.01,34.8,48.97
109,LBN,Asia,Lebanon,2020-06-23,1603.0,32.0,234.857,5.43,13367.565,,266.591,12.71,26.9,40.7,,21.04,43.1,7.824720740318298,0.199990636430059,-0.34208130231377304,7920.0,16330.0,54240387295.7135,111814680989.113,669.4941348973609,6848925.0,10450.0,,,80.821,77.07600000000001,4.7,84.1129989624023,57.4280014038086,,18.75,16.85,3.85,53.338,76.205,19.467912329036697,6395000000.0,1964000.0,,45.4227864911041,8694000000.0,16/03/2020,Full,4.36,3.92,1.5,6.67,5.0,4.71,Hybrid regime,,,,,
110,LBR,Africa,Liberia,2020-06-23,650.0,34.0,128.517,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.38,35.1,9.098421335220332,1.2225513129960701,-1.22975996453044,610.0,1330.0,2919787065.30257,6400383736.63859,50.030907392026606,4818977.0,111370.0,,,65.11399999999999,62.347,12.3,8.967000007629391,32.570999145507805,,3.4799999999999995,37.22,17.740000000000006,207.08,247.482,0.618232004984871,7700000.0,,,,,,None,5.45,7.42,3.07,5.56,5.63,5.59,Hybrid regime,4.95,9.67,24.81,28.74,36.78
111,LBY,Africa,Libya,2020-06-23,571.0,10.0,83.09899999999999,2.8160000000000003,17881.509,,341.86199999999997,10.43,,,,20.91,25.7,,7.949736797942901,6.36824093250934,6400.0,14820.0,42771026208.6955,98989729193.7889,3.7956323811905404,6678567.0,1759540.0,,,75.788,69.895,16.0,95.0439987182617,92.2779998779297,,21.8,26.73333333333333,7.166666666666668,99.334,179.56599999999997,,,,,,,,None,2.02,0.0,0.0,2.78,4.38,2.94,Authoritarian,,,,,
112,LCA,North America,Saint Lucia,2020-06-23,19.0,0.0,103.469,6.405,12951.839,,204.62,11.62,,,87.20200000000001,6.41,35.3,5.057272762060166,0.857135569988984,0.339234187154531,9560.0,13060.0,1739539256.77877,2375512715.18542,298.17868852459,181889.0,620.0,,,77.434,74.72,16.7,69.8610000610352,58.573001861572294,,6.3,2.5,2.8,97.18700000000001,174.722,8.719713187854751,87000000.0,395000.0,,81.2711569887711,989000000.0,20/03/2020,Full,,,,,,,,,,,,
113,LIE,Europe,Liechtenstein,2020-06-23,83.0,1.0,2176.364,,,,,7.77,,,,,43.5,,,,,,,,236.9375,37910.0,160.0,,,86.0,81.6,12.0,,,,,,,,,,,85300.0,,,,20/03/2020,Partial,,,,,,,,2.32,34.17,44.75,19.5,1.58
114,LKA,Asia,Sri Lanka,2020-06-23,1951.0,11.0,91.11200000000001,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,10.04,33.9,3.8056103885173798,3.20913112799197,2.1327460963848504,4060.0,12900.0,87896171382.1976,279437733668.103,345.558922022006,21670000.0,65610.0,,,80.12100000000001,73.415,5.8,55.6279983520508,58.952999114990206,,1.05,21.8625,26.0,56.065,151.16,9.26581828380392,2487000000.0,2334000.0,1476000.0,27.674977355815603,5608000000.0,21/03/2020,Full,6.27,7.0,6.07,5.56,6.25,6.47,Flawed democracy,,,,,
115,LSO,Africa,Lesotho,2020-06-23,4.0,0.0,1.867,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,0.69,30.2,8.548127859830856,1.13418817138297,0.33207349060136,1390.0,3500.0,2921766862.53022,7386601457.41346,69.437812911726,2108132.0,30360.0,,,56.95399999999999,50.582,22.1,80.28700256347659,85.359001159668,,9.82,40.2,14.085714285714287,419.36300000000006,545.675,14.0247371149823,339000000.0,1173000.0,,1.91458449433821,24000000.0,,,6.54,9.17,4.5,6.67,5.63,6.76,Flawed democracy,3.34,20.66,37.91,27.9,13.52
116,LTU,Europe,Lithuania,2020-06-23,1801.0,76.0,661.575,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,,63.53,55.0,6.382509917020796,3.64475653175535,4.63845827413193,17360.0,34680.0,48634196073.5066,97160699030.8487,44.7230757742448,2801543.0,65286.0009765625,38.1599998474121,,80.9,71.9,21.3,90.8259963989258,85.7779998779297,,,,,,,2.8191957924283906,1195000000.0,2825000.0,2244000.0,3.22517537325499,1419000000.0,16/03/2020,Full,7.5,9.58,6.43,6.11,6.25,9.12,Flawed democracy,2.32,34.71,45.4,18.0,1.89
117,LUX,Europe,Luxembourg,2020-06-23,4121.0,110.0,6583.319,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,30.09,43.8,5.531493350863456,3.1108362656044197,1.14105379601197,70840.0,74400.0,43068735624.125,45229329379.7454,250.18518518518502,607950.0,2590.0,,,84.4,79.9,28.3,92.5800018310547,90.43199920654301,,,,,,,2.98337118191031,3290000000.0,1018000.0,1989000.0,4.06799208765904,5537000000.0,16/03/2020,Full,8.81,10.0,8.93,6.67,8.75,9.71,Full democracy,2.41,32.3,44.15,21.45,2.1
118,LVA,Europe,Latvia,2020-06-23,1111.0,30.0,589.014,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,31.91,62.9,5.749250799417496,4.62077695023,5.43910139407771,16500.0,30220.0,31803867377.5425,58231115700.1276,30.993470569314898,1927174.0,64490.0,43.220001220703104,,79.8,69.8,16.0,90.3119964599609,86.6179962158203,,,,,,,3.68059042893868,778000000.0,1946000.0,1368000.0,5.01365220069174,1057000000.0,13/03/2020,Full,7.49,9.58,6.07,6.11,6.88,8.82,Flawed democracy,2.38,34.42,45.42,17.04,3.13
119,MAR,Africa,Morocco,2020-06-23,10172.0,214.0,275.585,4.209,7485.013000000001,1.0,419.14599999999996,7.14,0.8,47.1,,7.31,43.7,5.309188589453695,2.9902141695292204,1.6882750853572899,3090.0,8430.0,112914745257.66,272960254310.59302,80.72851893345279,36029138.0,446550.0,,,77.668,75.19,20.5,38.1609992980957,52.7750015258789,,10.866666666666667,23.85,6.916666666666668,62.159,72.327,5.44913861570711,3018000000.0,12289000.0,1923000.0,22.01675709421,9523000000.0,16/03/2020,Full,5.1,5.25,4.64,5.56,5.63,4.41,Hybrid regime,5.24,5.88,21.48,31.96,40.68
120,MCO,Europe,Monaco,2020-06-23,101.0,5.0,2573.6420000000003,,,,,5.46,,,,75.07,32.7,1.957323513925076,6.099999999999911,5.30456543094968,,,,,,38682.0,,,,,,33.3,,,,,,,,,,,347000.0,,,,17/03/2020,Full,,,,,,,,,,,,
121,MDA,Europe,Moldova,2020-06-23,14363.0,480.0,3560.5190000000002,6.955,5189.972,0.2,408.50199999999995,5.72,5.9,44.6,86.979,32.07,42.9,8.084456026554111,3.39999999999942,5.276488784940111,3900.0,13170.0,10553252005.5264,35630886170.7853,123.51980353223999,2706049.0,33850.0,,,76.074,67.53,22.8,65.57399749755861,58.5620002746582,,,,,95.579,237.424,6.860987218389489,438000000.0,160000.0,264000.0,14.486287280460301,500000000.0,11/03/2020,Full,5.75,6.58,4.64,6.11,4.38,7.06,Hybrid regime,2.89,22.64,43.62,27.87,5.87
122,MDG,Africa,Madagascar,2020-06-23,1640.0,15.0,59.225,1.686,1416.44,77.6,405.994,3.94,,,50.54,1.81,40.1,5.330600440502166,4.564792315418099,1.81024820355464,510.0,1600.0,13267179655.2599,42148015449.8629,45.1398556204881,26262368.0,587295.0,,,68.301,65.077,19.2,8.38399982452393,13.434000015258801,,2.5,52.575,34.31428571428571,181.739,232.545,6.38436038582579,309000000.0,291000.0,,20.2238771323715,879000000.0,17/03/2020,Partial,5.64,7.92,3.57,6.11,5.63,5.0,Hybrid regime,4.95,5.34,25.3,33.14,36.22
123,MDV,Asia,Maldives,2020-06-23,2217.0,8.0,4101.439,2.875,15183.616000000002,,164.905,9.19,2.1,55.0,95.803,45.63,33.8,8.79278108477593,6.8888171958135995,2.88973083684236,9280.0,17480.0,4786256984.46698,9012662288.71595,1718.9866666666699,515696.0,300.0,,,80.499,77.229,5.9,64.3140029907227,79.58799743652341,,4.66,32.6,30.32,42.148999999999994,67.456,10.567193945527901,433000000.0,1484000.0,,82.6938366672004,3054000000.0,11/03/2020,Full,,,,,,,,5.4,4.49,22.28,33.5,39.73
124,MEX,North America,Mexico,2020-06-23,185122.0,22584.0,1435.8029999999999,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,23.83,57.6,5.700176879763605,2.1359581211972203,0.991932458168463,9180.0,19870.0,1159048814145.26,2507773305576.86,64.9146264050001,126190788.0,1964375.0,35.5900001525879,,77.844,72.118,48.2,68.1360015869141,68.49900054931639,,7.371428571428572,19.175,6.525,95.815,184.37900000000002,2.8003696126079203,14073000000.0,41313000.0,19748000.0,4.96060248874723,23802000000.0,14/03/2020,Partial,6.09,7.83,6.07,7.22,3.13,6.18,Flawed democracy,3.74,10.08,37.68,37.75,14.49
125,MKD,Europe,Macedonia,2020-06-23,5196.0,247.0,2494.024,8.16,13111.214,5.0,322.688,10.08,,,,28.74,39.1,6.3586089015007,2.66459188911705,2.6171769448899598,5450.0,15930.0,11360186689.5629,33175409916.7615,82.59151467089609,2082958.0,25710.0,28.2099990844727,,77.736,73.684,38.3,80.6080017089844,73.5849990844727,,,,,63.418,119.81,3.05771361935185,282000000.0,707000.0,,5.09094756953213,387000000.0,,,5.97,7.0,5.36,6.67,3.75,7.06,Hybrid regime,,,,,
126,MLI,Africa,Mali,2020-06-23,1961.0,111.0,96.836,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,1.29,29.0,4.02618534862995,4.89999574546111,1.7916766567807498,840.0,2280.0,15994137157.1486,43537004596.3315,15.635015858186,19077690.0,1240190.0,,,59.648999999999994,58.137,8.8,11.887000083923303,23.1060009002686,,2.2,34.41428571428572,26.67142857142857,244.75599999999997,263.613,,,14000.0,,,,18/03/2020,Full,4.92,6.42,3.07,3.89,5.63,5.59,Hybrid regime,5.81,3.11,20.29,30.32,46.28
127,MLT,Europe,Malta,2020-06-23,665.0,9.0,1506.096,11.324000000000002,36513.323,0.2,168.71099999999998,8.83,20.9,30.2,,28.6,37.3,9.188717007637024,6.77232811144415,3.10823263897765,26420.0,40120.0,12804453189.0998,19441145105.5628,1514.46875,484630.0,320.0,27.6100006103516,,84.6,80.2,11.9,91.86199951171879,81.56500244140629,,,,,35.056,63.699,2.87379449240067,518000000.0,2599000.0,667000.0,8.72130805224491,1845000000.0,12/03/2020,Full,7.95,9.17,7.5,6.11,8.13,8.82,Flawed democracy,2.67,22.64,49.28,25.6,2.47
128,MMR,Asia,Myanmar,2020-06-23,291.0,6.0,5.348,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.28699999999999,6.77,43.4,4.364199638366702,6.200051071538451,5.555804237504019,1310.0,4860.0,70246183910.3074,261163972119.69397,82.23861548355491,53708395.0,676590.0,32.060001373291,,69.874,63.761,10.2,37.4589996337891,37.3040008544922,,4.62,45.1,29.75555555555555,149.971,247.696,0.6254478441665079,118000000.0,3551000.0,,10.593297149898302,1670000000.0,,,3.55,3.08,3.93,2.78,5.63,2.35,Authoritarian,4.22,5.35,33.49,39.14,22.01
129,MNE,Europe,Montenegro,2020-06-23,367.0,9.0,584.337,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,27.56,43.7,,5.07786020112071,5.10251578114111,8430.0,21550.0,5248475092.21356,13410525098.8229,46.262230483271395,622227.0,13810.0,23.8299999237061,,79.199,74.317,23.5,85.9800033569336,72.0609970092773,,19.0,8.65,1.6,65.97,125.094,1.99151112504161,73000000.0,2077000.0,,52.1678725110468,1224000000.0,24/03/2020,Full,5.65,5.67,5.36,6.11,4.38,6.76,Hybrid regime,3.21,18.13,39.58,33.35,8.94
130,MNG,Asia,Mongolia,2020-06-23,215.0,0.0,65.583,2.421,11840.846000000001,0.5,460.043,4.82,5.5,46.5,71.18,28.59,49.5,4.184305146336556,7.2258488993461905,5.31725254619168,3660.0,11050.0,11597426934.3095,35032618260.8805,2.0406086665465097,3170208.0,1564120.0,36.02000045776371,,73.961,65.631,17.1,53.8660011291504,47.095001220703104,,9.925,20.777777777777786,5.911111111111111,123.17299999999999,288.357,9.695972286836131,822000000.0,529000.0,,6.81877429502399,526000000.0,10/03/2020,Full,6.5,9.17,5.71,5.56,5.0,7.06,Flawed democracy,4.32,6.61,28.72,40.34,24.33
131,MNP,Oceania,Northern Mariana Islands,2020-06-23,30.0,2.0,521.222,,,,194.99400000000003,,,,,,,,-19.6078431372549,-20.0601037855457,,,,,123.65652173913,56882.0,460.0,,,,,,,,,,,,,,,,517000.0,,,,,,,,,,,,,,,,,
132,MOZ,Africa,Mozambique,2020-06-23,737.0,5.0,23.58,1.87,1136.103,62.9,329.94199999999995,3.3,5.1,29.1,12.227,0.84,28.1,5.349588319659232,3.42817366081721,0.45830921554508597,460.0,1290.0,13588598915.5351,38180429120.9872,37.508535313716,29495962.0,786380.0,,28.3,62.966,57.114,39.6,5.77400016784668,23.622999191284197,,6.566666666666666,47.84285714285715,20.75714285714286,268.188,389.52099999999996,1.28352669775177,135000000.0,2743000.0,,5.539972557010679,331000000.0,,None,3.65,2.58,2.14,5.0,5.0,3.53,Authoritarian,4.37,9.85,30.96,30.1,29.09
133,MRT,Africa,Mauritania,2020-06-23,2984.0,111.0,641.7669999999999,1.7919999999999998,3597.633,6.0,232.347,2.42,,,15.95,1.87,27.5,4.250883311033247,3.5542779844437002,0.7146787423193639,1160.0,3770.0,5129074595.79785,16622205481.683998,4.27216357815077,4403319.0,1030700.0,,,66.292,63.082,20.3,30.9680004119873,50.5550003051758,,2.6375,34.17,24.86666666666667,176.149,218.359,1.1571481639661398,38000000.0,,,0.29100892908535303,6000000.0,,None,3.92,3.5,3.57,5.0,3.13,4.41,Authoritarian,,,,,
134,MSR,North America,Montserrat,2020-06-23,11.0,1.0,2200.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,MUS,Africa,Mauritius,2020-06-23,340.0,10.0,267.345,5.8839999999999995,20292.745,0.5,224.644,22.02,3.2,40.7,,25.33,34.9,5.4604995250701895,3.77381891285675,3.7172285664734197,12050.0,24980.0,15244401131.0815,31611878353.9511,623.30197044335,1265303.0,2040.0,31.030000686645497,,77.72,71.27,11.6,85.2279968261719,75.931999206543,,7.65,20.45,17.05,93.506,188.405,9.55711083856597,723000000.0,1399000.0,296000.0,38.928195243130496,2161000000.0,17/03/2020,Partial,8.22,9.17,8.21,5.56,8.75,9.41,Full democracy,3.48,9.97,41.02,40.24,8.77
136,MWI,Africa,Malawi,2020-06-23,803.0,11.0,41.976000000000006,1.7830000000000001,1095.042,71.4,227.34900000000002,3.94,4.4,24.7,8.704,0.36,28.0,9.993272721767434,3.4999999999999907,0.8014196964556821,360.0,1070.0,6506600289.884279,19384726455.9053,192.440761561307,18143315.0,118480.0,,,66.937,60.651,16.7,33.8370018005371,44.8110008239746,,7.484615384615385,49.10714285714285,17.40666666666667,212.388,325.106,4.62032197696521,136000000.0,871000.0,,3.8447061764811097,43000000.0,,,5.5,6.08,4.29,5.0,6.25,5.88,Hybrid regime,4.51,6.45,28.1,35.56,29.9
137,MYS,Asia,Malaysia,2020-06-23,8587.0,121.0,265.309,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,15.36,62.2,3.7797204405069325,4.74160645035721,3.3345011012496,10590.0,27200.0,333842531884.843,857641547580.658,95.9628214883579,31528585.0,330345.0,,,78.167,74.075,13.9,73.9499969482422,75.0279998779297,,6.2,19.075,18.14,84.296,160.38299999999998,5.98545872369598,13248000000.0,25832000.0,,8.834374762172901,21774000000.0,18/03/2020,Full,7.16,9.17,7.86,6.67,6.25,5.88,Flawed democracy,4.56,7.14,25.64,37.86,29.36
138,NAM,Africa,Namibia,2020-06-23,63.0,0.0,24.794,2.085,9541.808,13.4,243.81099999999998,3.94,9.7,34.2,44.6,4.18,35.6,8.98265212774277,-0.546332045263455,-2.4008197720197,5220.0,10490.0,12783643142.3496,25670332099.1788,2.9737455817512704,2448255.0,824290.0,48.2400016784668,,66.18,60.357,46.2,57.104000091552706,67.8140029907227,,4.125,29.200000000000006,18.05,248.938,349.31699999999995,1.08868818751433,69000000.0,,,9.86220434169235,488000000.0,14/03/2020,Full,6.43,6.58,5.36,6.67,5.63,7.94,Flawed democracy,4.24,17.45,29.84,25.56,27.16
139,NCL,Oceania,New Caledonia,2020-06-23,21.0,0.0,73.557,6.489,,,,23.36,,,,,,,,,,,,,15.5393873085339,284060.0,18580.0,,,79.3,75.1,,86.45700073242192,80.1999969482422,,,,,56.743,98.00299999999999,,,120000.0,139000.0,,,,,,,,,,,,,,,,
140,NER,Africa,Niger,2020-06-23,1046.0,67.0,43.211000000000006,1.3780000000000001,926.0,44.5,238.33900000000003,2.42,0.1,15.4,8.978,0.43,32.2,6.5673992037773115,6.48306670425471,2.4953347016976,390.0,870.0,8682726194.770159,19501735841.0156,17.717650588142398,22442948.0,1267000.0,,,63.211999999999996,60.9,17.0,2.3229999542236297,7.98799991607666,,,,,222.743,251.729,,,157000.0,,,,,None,3.29,2.92,1.14,3.33,4.38,4.71,Authoritarian,5.92,3.19,19.86,28.99,47.96
141,NGA,Africa,Nigeria,2020-06-23,20919.0,525.0,101.48,1.4469999999999998,5338.454000000001,,181.013,2.42,0.6,10.8,41.949,3.81,37.8,3.550864383578302,1.93726806949346,-0.6655790801877121,1960.0,5040.0,384802857431.966,986778003173.063,215.06498896538102,195874740.0,923770.0,,,55.244,53.45,5.6,13.065999984741199,22.8430004119873,,4.890909090909092,39.46363636363637,26.681818181818183,324.961,364.32099999999997,18.451265655985697,13218000000.0,,,2.91129132161068,1977000000.0,25/03/2020,Full,4.12,5.17,3.93,3.33,3.75,4.41,Hybrid regime,4.9,11.51,25.53,27.86,35.1
